# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr 23 19:49:13 2017
#
# CONSTRAINT:  where (pl_radj not null
# CONSTRAINT:  )
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj
880,KIC 9663113,b,Transit,1,572.38470000,,,89.768,,,0.410
881,KOI-12,b,Transit,1,17.85523330,0.151000,0.720000,88.950,10.00000,Mass,1.430
882,KOI-13,b,Transit,1,1.76358800,0.036410,0.000640,86.770,9.28000,Mass,1.512
883,KOI-142,b,Transit,2,10.95416000,,0.055930,89.055,0.02700,Mass,0.337
885,KOI-217,b,Transit,1,3.90512000,0.047700,0.000000,89.800,,,1.110
886,KOI-351,b,Transit,7,7.00815100,0.074000,,89.400,,,0.117
887,KOI-351,c,Transit,7,8.71937500,0.089000,,89.680,,,0.106
888,KOI-351,d,Transit,7,59.73667000,0.320000,,89.710,,,0.256
889,KOI-351,e,Transit,7,91.93913000,0.420000,,89.790,,,0.237
890,KOI-351,f,Transit,7,124.91440000,0.480000,,89.770,,,0.257
891,KOI-351,g,Transit,7,210.60697000,0.710000,,89.800,,,0.723
892,KOI-351,h,Transit,7,331.60059000,1.010000,,89.600,,,1.008
893,KOI-55,b,Orbital Brightness Modulation,2,0.24010400,0.006000,,65.000,0.00140,Mass,0.068
894,KOI-55,c,Orbital Brightness Modulation,2,0.34288700,0.007600,,65.000,0.00210,Mass,0.077
895,KOI-94,b,Transit,4,3.74320800,0.051190,0.250000,89.300,0.03300,Mass,0.153
896,KOI-94,c,Transit,4,10.42364800,0.101300,0.430000,88.360,0.04900,Mass,0.385
897,KOI-94,d,Transit,4,22.34298900,0.168400,0.022000,89.871,0.33400,Mass,1.005
898,KOI-94,e,Transit,4,54.32031000,0.304600,0.019000,89.760,0.11000,Mass,0.585
900,Kepler-10,b,Transit,2,0.83749100,0.017200,,85.100,0.01450,Mass,0.132
901,Kepler-10,c,Transit,2,45.29430100,,0.000000,89.590,0.05400,Mass,0.210
902,Kepler-100,b,Transit,3,6.88705000,,,,0.02300,Mass,0.118
903,Kepler-100,c,Transit,3,12.81590000,,,,,,0.196
904,Kepler-100,d,Transit,3,35.33310000,,,,,,0.144
905,Kepler-1000,b,Transit,1,120.01812720,,,,,,0.425
906,Kepler-1001,b,Transit,1,14.30511983,,,,,,0.281
907,Kepler-1002,b,Transit,1,4.33642933,,,,,,0.153
908,Kepler-1003,b,Transit,1,3.55485691,,,,,,0.159
909,Kepler-1004,b,Transit,1,5.28789787,,,,,,0.560
910,Kepler-1005,b,Transit,1,6.49801525,,,,,,0.134
911,Kepler-1006,b,Transit,1,19.76172042,,,,,,0.137
912,Kepler-1007,b,Transit,1,5.18500207,,,,,,0.128
913,Kepler-1008,b,Transit,1,12.43931193,,,,,,0.114
914,Kepler-1009,b,Transit,1,11.35011917,,,,,,0.194
915,Kepler-101,b,Transit,2,3.48768120,0.047400,0.086000,85.820,0.16000,Mass,0.510
916,Kepler-101,c,Transit,2,6.02976000,0.068400,0.000000,84.600,0.01000,Mass,0.112
917,Kepler-1010,b,Transit,1,34.26857050,,,,,,0.207
918,Kepler-1011,b,Transit,1,5.75322197,,,,,,0.256
919,Kepler-1012,b,Transit,1,5.50860439,,,,,,0.115
920,Kepler-1013,b,Transit,1,18.93054959,,,,,,0.192
921,Kepler-1014,b,Transit,1,16.57110363,,,,,,0.213
922,Kepler-1015,b,Transit,1,16.00494214,,,,,,0.317
923,Kepler-1016,b,Transit,2,1.95452434,,,,,,0.194
924,Kepler-1016,c,Transit,2,105.65513690,,,,,,0.328
925,Kepler-1017,b,Transit,1,7.23400469,,,,,,0.178
926,Kepler-1018,b,Transit,1,49.10135140,,,,,,0.230
927,Kepler-1019,b,Transit,1,1.41122985,,,,,,0.130
928,Kepler-102,b,Transit,5,5.28696000,,,,,,0.042
929,Kepler-102,c,Transit,5,7.07142000,,,,,,0.052
930,Kepler-102,d,Transit,5,10.31170000,,,,0.01200,Mass,0.105
931,Kepler-102,e,Transit,5,16.14570000,,,,0.02800,Mass,0.198
932,Kepler-102,f,Transit,5,27.45360000,,,,,,0.079
933,Kepler-1020,b,Transit,1,96.91514960,,,,,,0.203
934,Kepler-1021,b,Transit,1,13.47469571,,,,,,0.208
935,Kepler-1022,b,Transit,1,10.99469878,,,,,,0.211
936,Kepler-1023,b,Transit,1,62.13877140,,,,,,0.235
937,Kepler-1024,b,Transit,1,66.41621330,,,,,,0.349
938,Kepler-1025,b,Transit,1,37.32294930,,,,,,0.177
939,Kepler-1026,b,Transit,1,36.51560530,,,,,,0.197
940,Kepler-1027,b,Transit,1,1.90780520,,,,,,0.079
941,Kepler-1028,b,Transit,1,2.51462432,,,,,,0.119
942,Kepler-1029,b,Transit,1,4.41769648,,,,,,0.112
943,Kepler-103,b,Transit,2,15.96540000,,,,0.03100,Mass,0.301
944,Kepler-103,c,Transit,2,179.61200000,,,,0.11400,Mass,0.459
945,Kepler-1030,b,Transit,1,19.32952416,,,,,,0.221
946,Kepler-1031,b,Transit,1,1.22621732,,,,,,0.078
947,Kepler-1032,b,Transit,1,3.29011795,,,,,,0.167
948,Kepler-1033,b,Transit,1,7.56052806,,,,,,0.224
949,Kepler-1034,b,Transit,1,12.12400943,,,,,,0.202
950,Kepler-1035,b,Transit,1,2.71407755,,,,,,0.104
951,Kepler-1036,b,Transit,1,122.88080580,,,,,,0.269
952,Kepler-1037,b,Transit,1,1.06378867,,,,,,0.114
953,Kepler-1038,b,Transit,1,148.46033820,,,,,,0.315
954,Kepler-1039,b,Transit,1,0.93488424,,,,,,0.130
955,Kepler-104,b,Transit,3,11.42754800,0.094000,,,,,0.277
956,Kepler-104,c,Transit,3,23.66820500,0.153000,,,,,0.279
957,Kepler-104,d,Transit,3,51.75539400,0.257000,,,,,0.319
958,Kepler-1040,b,Transit,1,201.12140000,,,,,,0.186
959,Kepler-1041,b,Transit,1,24.75764210,,,,,,0.262
960,Kepler-1042,b,Transit,1,10.13202575,,,,,,0.195
961,Kepler-1043,b,Transit,1,38.50533980,,,,,,0.227
962,Kepler-1044,b,Transit,1,6.77408868,,,,,,0.238
963,Kepler-1045,b,Transit,1,26.41045478,,,,,,0.240
964,Kepler-1046,b,Transit,1,14.37508035,,,,,,0.153
965,Kepler-1047,b,Transit,2,56.18868870,,,,,,0.186
966,Kepler-1047,c,Transit,2,3.18897601,,,,,,0.088
967,Kepler-1048,b,Transit,1,6.92101021,,,,,,0.144
968,Kepler-1049,b,Transit,1,3.27346074,,,,,,0.085
969,Kepler-105,b,Transit,2,5.41220000,0.066000,0.470000,85.940,,,0.429
970,Kepler-105,c,Transit,2,7.12620000,,,,0.01447,Mass,0.117
971,Kepler-1050,b,Transit,2,15.37875460,,,,,,0.143
972,Kepler-1050,c,Transit,2,21.12845690,,,,,,0.132
973,Kepler-1051,b,Transit,1,25.96200249,,,,,,0.303
974,Kepler-1052,b,Transit,1,34.85382760,,,,,,0.261
975,Kepler-1053,b,Transit,1,2.41435165,,,,,,0.087
976,Kepler-1054,b,Transit,1,4.30655689,,,,,,0.235
977,Kepler-1055,b,Transit,1,2.29503623,,,,,,0.110
978,Kepler-1056,b,Transit,1,27.49560600,,,,,,0.269
979,Kepler-1057,b,Transit,1,14.08827448,,,,,,0.300
980,Kepler-1058,b,Transit,1,110.96546000,,,,,,0.243
981,Kepler-1059,b,Transit,1,3.76419105,,,,,,0.154
982,Kepler-106,b,Transit,4,6.16486000,,,,,,0.073
983,Kepler-106,c,Transit,4,13.57080000,,,,0.03300,Mass,0.223
984,Kepler-106,d,Transit,4,23.98020000,,,,,,0.085
985,Kepler-106,e,Transit,4,43.84450000,,,,0.03500,Mass,0.228
986,Kepler-1060,b,Transit,1,46.87793670,,,,,,0.212
987,Kepler-1061,b,Transit,1,2.75798267,,,,,,0.177
988,Kepler-1062,b,Transit,1,9.30412078,,,,,,0.157
989,Kepler-1063,b,Transit,1,14.07971466,,,,,,0.133
990,Kepler-1064,b,Transit,1,16.54080322,,,,,,0.138
991,Kepler-1065,b,Transit,2,3.60930891,,,,,,0.333
992,Kepler-1065,c,Transit,2,2.37030743,,,,,,0.143
993,Kepler-1066,b,Transit,1,1.93155984,,,,,,0.211
994,Kepler-1067,b,Transit,1,0.76212926,,,,,,0.071
995,Kepler-1068,b,Transit,1,16.92344113,,,,,,0.324
996,Kepler-1069,b,Transit,1,23.89902960,,,,,,0.143
997,Kepler-107,b,Transit,4,3.17999700,0.044000,,,,,0.139
998,Kepler-107,c,Transit,4,4.90142500,0.059000,,,,,0.161
999,Kepler-107,d,Transit,4,7.95820300,0.082000,,,,,0.095
1000,Kepler-107,e,Transit,4,14.74904900,0.123000,,,,,0.308
1001,Kepler-1070,b,Transit,1,6.22161470,,,,,,0.154
1002,Kepler-1071,b,Transit,1,6.17998440,,,,,,0.212
1003,Kepler-1072,b,Transit,1,1.56906650,,,,,,0.141
1004,Kepler-1073,b,Transit,2,8.67888593,,,,,,0.205
1005,Kepler-1073,c,Transit,2,4.02582254,,,,,,0.146
1006,Kepler-1074,b,Transit,1,5.94566534,,,,,,0.112
1007,Kepler-1075,b,Transit,1,1.52372816,,,,,,0.127
1008,Kepler-1076,b,Transit,1,6.14727918,,,,,,0.071
1009,Kepler-1077,b,Transit,1,34.35118740,,,,,,0.247
1010,Kepler-1078,b,Transit,1,3.00725242,,,,,,0.170
1011,Kepler-1079,b,Transit,1,13.24503188,,,,,,0.145
1012,Kepler-108,b,Transit,2,49.18392100,0.292000,,,,,0.772
1013,Kepler-108,c,Transit,2,190.32349400,0.721000,,,,,0.730
1014,Kepler-1080,b,Transit,1,77.25483960,,,,,,0.293
1015,Kepler-1081,b,Transit,1,3.85691855,,,,,,0.090
1016,Kepler-1082,b,Transit,1,1.54320660,,,,,,0.100
1017,Kepler-1083,b,Transit,1,33.41779930,,,,,,0.300
1018,Kepler-1084,b,Transit,1,2.05333679,,,,,,0.099
1019,Kepler-1085,b,Transit,1,219.32175280,,,,,,0.644
1020,Kepler-1086,b,Transit,2,18.78425728,,,,,,0.218
1021,Kepler-1086,c,Transit,2,161.51633450,,,,,,0.262
1022,Kepler-1087,b,Transit,1,0.69384285,,,,,,0.054
1023,Kepler-1088,b,Transit,1,23.12748644,,,,,,0.127
1024,Kepler-1089,b,Transit,1,5.13248562,,,,,,0.163
1025,Kepler-109,b,Transit,2,6.48163000,,,,,,0.211
1026,Kepler-109,c,Transit,2,21.22270000,,,,,,0.225
1027,Kepler-1090,b,Transit,1,198.68017900,,,,,,0.201
1028,Kepler-1091,b,Transit,1,1.43474156,,,,,,0.130
1029,Kepler-1092,b,Transit,1,58.60179250,,,,,,0.185
1030,Kepler-1093,b,Transit,2,25.08246260,,,,,,0.174
1031,Kepler-1093,c,Transit,2,89.72229200,,,,,,0.175
1032,Kepler-1094,b,Transit,1,78.10002310,,,,,,0.284
1033,Kepler-1095,b,Transit,1,4.27103091,,,,,,0.108
1034,Kepler-1096,b,Transit,1,2.89221751,,,,,,0.111
1035,Kepler-1097,b,Transit,1,187.74702900,,,,,,0.291
1036,Kepler-1098,b,Transit,1,2.54307286,,,,,,0.116
1037,Kepler-1099,b,Transit,1,2.16845259,,,,,,0.252
1038,Kepler-11,b,Transit,6,10.30390000,0.091000,0.045000,89.640,0.00600,Mass,0.161
1039,Kepler-11,c,Transit,6,13.02410000,0.107000,0.026000,89.590,0.00900,Mass,0.256
1040,Kepler-11,d,Transit,6,22.68450000,0.155000,0.004000,89.670,0.02300,Mass,0.278
1041,Kepler-11,e,Transit,6,31.99960000,0.195000,0.012000,88.890,0.02500,Mass,0.374
1042,Kepler-11,f,Transit,6,46.68880000,0.250000,0.013000,89.470,0.00600,Mass,0.222
1043,Kepler-11,g,Transit,6,118.38070000,0.466000,0.150000,89.870,0.07900,Mass,0.297
1044,Kepler-110,b,Transit,2,12.69111200,0.107000,,,,,0.163
1045,Kepler-110,c,Transit,2,31.71977500,0.198000,,,,,0.197
1046,Kepler-1100,b,Transit,1,6.42200058,,,,,,0.156
1047,Kepler-1101,b,Transit,1,81.31510590,,,,,,0.220
1048,Kepler-1102,b,Transit,1,51.32856230,,,,,,0.237
1049,Kepler-1103,b,Transit,1,19.79191978,,,,,,0.203
1050,Kepler-1104,b,Transit,1,5.03728015,,,,,,0.110
1051,Kepler-1105,b,Transit,1,4.42157218,,,,,,0.179
1052,Kepler-1106,b,Transit,1,1.25275217,,,,,,0.147
1053,Kepler-1107,b,Transit,1,0.57103852,,,,,,0.120
1054,Kepler-1108,b,Transit,1,4.51005748,,,,,,0.130
1055,Kepler-1109,b,Transit,1,37.64673840,,,,,,0.195
1056,Kepler-111,b,Transit,2,3.34181500,0.046000,,,,,0.141
1057,Kepler-111,c,Transit,2,224.78460800,0.761000,,,,,0.651
1058,Kepler-1110,b,Transit,1,9.69312032,,,,,,0.237
1059,Kepler-1111,b,Transit,1,8.79617863,,,,,,0.178
1060,Kepler-1112,b,Transit,1,14.36267939,,,,,,0.269
1061,Kepler-1113,b,Transit,1,42.30049540,,,,,,0.251
1062,Kepler-1114,b,Transit,1,14.97435694,,,,,,0.120
1063,Kepler-1115,b,Transit,1,23.55407250,,,,,,0.152
1064,Kepler-1116,b,Transit,1,41.69778270,,,,,,0.227
1065,Kepler-1117,b,Transit,1,4.79028459,,,,,,0.099
1066,Kepler-1118,b,Transit,1,38.67150750,,,,,,0.244
1067,Kepler-1119,b,Transit,1,8.32651530,,,,,,0.171
1068,Kepler-112,b,Transit,2,8.40887800,0.076000,,,,,0.211
1069,Kepler-112,c,Transit,2,28.57426300,0.172000,,,,,0.214
1070,Kepler-1120,b,Transit,1,2.94902905,,,,,,0.123
1071,Kepler-1121,b,Transit,1,13.15141081,,,,,,0.170
1072,Kepler-1122,b,Transit,1,42.19173570,,,,,,0.182
1073,Kepler-1123,b,Transit,1,4.33946454,,,,,,0.149
1074,Kepler-1124,b,Transit,1,2.85234897,,,,,,0.114
1075,Kepler-1125,b,Transit,1,17.67006420,,,,,,0.164
1076,Kepler-1126,b,Transit,1,108.59332900,,,,,,0.154
1077,Kepler-1127,b,Transit,1,5.12330347,,,,,,0.175
1078,Kepler-1128,b,Transit,1,61.61781670,,,,,,0.326
1079,Kepler-1129,b,Transit,2,24.33978040,,,,,,0.264
1080,Kepler-1129,c,Transit,2,76.53695860,,,,,,0.244
1081,Kepler-113,b,Transit,2,4.75400000,,,,0.03700,Mass,0.162
1082,Kepler-113,c,Transit,2,8.92507000,,,,,,0.194
1083,Kepler-1130,b,Transit,1,5.45298175,,,,,,0.071
1084,Kepler-1131,b,Transit,1,3.53232449,,,,,,0.142
1085,Kepler-1132,b,Transit,1,62.89162280,,,,,,0.210
1086,Kepler-1133,b,Transit,1,11.55562343,,,,,,0.176
1087,Kepler-1134,b,Transit,1,17.13263989,,,,,,0.236
1088,Kepler-1135,b,Transit,1,76.95785700,,,,,,0.165
1089,Kepler-1136,b,Transit,1,2.36172433,,,,,,0.146
1090,Kepler-1137,b,Transit,1,23.92107910,,,,,,0.196
1091,Kepler-1138,b,Transit,1,3.17060005,,,,,,0.152
1092,Kepler-1139,b,Transit,1,0.81316672,,,,,,0.106
1093,Kepler-114,b,Transit,3,5.18854900,0.053000,,,,,0.112
1094,Kepler-114,c,Transit,3,8.04100000,,,,0.00900,Mass,0.143
1095,Kepler-114,d,Transit,3,11.77600000,,,,0.01200,Mass,0.226
1096,Kepler-1140,b,Transit,1,24.08627070,,,,,,0.247
1097,Kepler-1141,b,Transit,1,2.34451194,,,,,,0.073
1098,Kepler-1142,b,Transit,1,18.30272480,,,,,,0.131
1099,Kepler-1143,b,Transit,2,2.88890485,,,,,,0.149
1100,Kepler-1143,c,Transit,2,210.63059100,,,,,,0.321
1101,Kepler-1144,b,Transit,1,17.14647302,,,,,,0.178
1102,Kepler-1145,b,Transit,1,3.97076766,,,,,,0.125
1103,Kepler-1146,b,Transit,1,2.35226580,,,,,,0.110
1104,Kepler-1147,b,Transit,1,10.62784997,,,,,,0.233
1105,Kepler-1148,b,Transit,1,1.10446351,,,,,,0.151
1106,Kepler-1149,b,Transit,1,3.73089898,,,,,,0.128
1107,Kepler-115,b,Transit,2,2.40367900,0.036000,,,,,0.097
1108,Kepler-115,c,Transit,2,8.99088900,0.087000,,,,,0.232
1109,Kepler-1150,b,Transit,1,2.78786839,,,,,,0.091
1110,Kepler-1151,b,Transit,1,65.64784240,,,,,,0.198
1111,Kepler-1152,b,Transit,1,1.64680191,,,,,,0.078
1112,Kepler-1153,b,Transit,1,1.75583533,,,,,,0.154
1113,Kepler-1154,b,Transit,2,5.18561420,,,,,,0.209
1114,Kepler-1154,c,Transit,2,8.45808312,,,,,,0.211
1115,Kepler-1155,b,Transit,1,33.46974300,,,,,,0.181
1116,Kepler-1156,b,Transit,1,11.89520511,,,,,,0.118
1117,Kepler-1157,b,Transit,1,4.45743164,,,,,,0.097
1118,Kepler-1158,b,Transit,1,13.53962930,,,,,,0.209
1119,Kepler-1159,b,Transit,1,22.70816791,,,,,,0.211
1120,Kepler-116,b,Transit,2,5.96873400,0.069000,,,,,0.305
1121,Kepler-116,c,Transit,2,13.07163000,0.116000,,,,,0.205
1122,Kepler-1160,b,Transit,1,7.97034958,,,,,,0.191
1123,Kepler-1161,b,Transit,1,10.71252541,,,,,,0.190
1124,Kepler-1162,b,Transit,1,32.56370690,,,,,,0.197
1125,Kepler-1163,b,Transit,1,6.11786898,,,,,,0.092
1126,Kepler-1164,b,Transit,1,3.97599768,,,,,,0.100
1127,Kepler-1165,b,Transit,1,9.47852200,,,,,,0.138
1128,Kepler-1166,b,Transit,1,33.24068820,,,,,,0.151
1129,Kepler-1167,b,Transit,1,1.00393374,,,,,,0.153
1130,Kepler-1168,b,Transit,1,55.82265390,,,,,,0.223
1131,Kepler-1169,b,Transit,1,6.11009134,,,,,,0.084
1132,Kepler-117,b,Transit,2,18.79592280,0.144500,0.049300,88.740,0.09400,Mass,0.719
1133,Kepler-117,c,Transit,2,50.79039100,0.280400,0.032300,89.640,1.84000,Mass,1.101
1134,Kepler-1170,b,Transit,1,9.98969327,,,,,,0.215
1135,Kepler-1171,b,Transit,1,1.44259224,,,,,,0.228
1136,Kepler-1172,b,Transit,1,26.02044230,,,,,,0.285
1137,Kepler-1173,b,Transit,1,0.76985360,,,,,,0.079
1138,Kepler-1174,b,Transit,1,6.89225223,,,,,,0.142
1139,Kepler-1175,b,Transit,1,37.94563000,,,,,,0.267
1140,Kepler-1176,b,Transit,1,24.17385790,,,,,,0.219
1141,Kepler-1177,b,Transit,1,106.24754700,,,,,,0.170
1142,Kepler-1178,b,Transit,1,31.80634000,,,,,,0.095
1143,Kepler-1179,b,Transit,1,2.68505749,,,,,,0.118
1144,Kepler-118,b,Transit,2,7.51849600,0.073000,,,,,0.175
1145,Kepler-118,c,Transit,2,20.17202000,0.141000,,,,,0.685
1146,Kepler-1180,b,Transit,1,16.86012860,,,,,,0.178
1147,Kepler-1181,b,Transit,1,4.89337519,,,,,,0.140
1148,Kepler-1182,b,Transit,1,11.17394617,,,,,,0.215
1149,Kepler-1183,b,Transit,1,28.50571890,,,,,,0.252
1150,Kepler-1184,b,Transit,1,53.59910440,,,,,,0.239
1151,Kepler-1185,b,Transit,1,104.35189760,,,,,,0.119
1152,Kepler-1186,b,Transit,1,16.07677615,,,,,,0.199
1153,Kepler-1187,b,Transit,1,18.87064068,,,,,,0.233
1154,Kepler-1188,b,Transit,1,17.13695430,,,,,,0.186
1155,Kepler-1189,b,Transit,1,3.78858982,,,,,,0.158
1156,Kepler-119,b,Transit,2,2.42208200,0.035000,,,,,0.321
1157,Kepler-119,c,Transit,2,4.12510300,0.049000,,,,,0.082
1158,Kepler-1190,b,Transit,1,10.45843441,,,,,,0.119
1159,Kepler-1191,b,Transit,1,5.60014851,,,,,,0.135
1160,Kepler-1192,b,Transit,1,25.20347870,,,,,,0.211
1161,Kepler-1193,b,Transit,1,2.83265213,,,,,,0.118
1162,Kepler-1194,b,Transit,1,16.22371307,,,,,,0.135
1163,Kepler-1195,b,Transit,1,8.49642241,,,,,,0.186
1164,Kepler-1196,b,Transit,1,66.18490310,,,,,,0.199
1165,Kepler-1197,b,Transit,1,2.03231845,,,,,,0.112
1166,Kepler-1198,b,Transit,1,7.68477160,,,,,,0.131
1167,Kepler-1199,b,Transit,1,15.04471980,,,,,,0.103
1168,Kepler-12,b,Transit,1,4.43796290,0.055300,,88.796,0.43200,Mass,1.754
1169,Kepler-120,b,Transit,2,6.31250100,0.055000,,,,,0.192
1170,Kepler-120,c,Transit,2,12.79458500,0.088000,,,,,0.136
1171,Kepler-1200,b,Transit,1,1.11854972,,,,,,0.095
1172,Kepler-1201,b,Transit,1,15.18725932,,,,,,0.204
1173,Kepler-1202,b,Transit,1,28.68513240,,,,,,0.262
1174,Kepler-1203,b,Transit,1,0.58800076,,,,,,0.095
1175,Kepler-1204,b,Transit,1,85.73502850,,,,,,0.272
1176,Kepler-1205,b,Transit,1,1.07839035,,,,,,0.126
1177,Kepler-1206,b,Transit,1,1.21699766,,,,,,0.146
1178,Kepler-1207,b,Transit,1,13.68237119,,,,,,0.145
1179,Kepler-1208,b,Transit,1,11.08507637,,,,,,0.207
1180,Kepler-1209,b,Transit,1,25.36911600,,,,,,0.135
1181,Kepler-121,b,Transit,2,3.17742200,0.039000,,,,,0.209
1182,Kepler-121,c,Transit,2,41.00801100,0.216000,,,,,0.203
1183,Kepler-1210,b,Transit,1,8.07124073,,,,,,0.152
1184,Kepler-1211,b,Transit,1,11.01816836,,,,,,0.227
1185,Kepler-1212,b,Transit,1,12.94130146,,,,,,0.191
1186,Kepler-1213,b,Transit,1,5.34982412,,,,,,0.106
1187,Kepler-1214,b,Transit,1,18.82634264,,,,,,0.211
1188,Kepler-1215,b,Transit,1,4.76703963,,,,,,0.109
1189,Kepler-1216,b,Transit,1,4.37034536,,,,,,0.124
1190,Kepler-1217,b,Transit,1,2.03232507,,,,,,0.178
1191,Kepler-1218,b,Transit,1,22.92212660,,,,,,0.128
1192,Kepler-1219,b,Transit,1,16.10467749,,,,,,0.189
1193,Kepler-122,b,Transit,5,5.76619300,0.064000,,,,,0.209
1194,Kepler-122,c,Transit,5,12.46598800,0.108000,,,,,0.524
1195,Kepler-122,d,Transit,5,21.58747500,0.155000,,,,,0.196
1196,Kepler-122,e,Transit,5,37.99327300,0.227000,,,,,0.232
1197,Kepler-122,f,Transit Timing Variations,5,56.26800000,,,,0.11300,Mass,0.156
1198,Kepler-1220,b,Transit,1,7.42693741,,,,,,0.136
1199,Kepler-1221,b,Transit,1,12.00096042,,,,,,0.168
1200,Kepler-1222,b,Transit,1,1.91694425,,,,,,0.070
1201,Kepler-1223,b,Transit,1,16.30125900,,,,,,0.109
1202,Kepler-1224,b,Transit,1,13.32351601,,,,,,0.119
1203,Kepler-1225,b,Transit,1,7.01075434,,,,,,0.162
1204,Kepler-1226,b,Transit,1,17.29234530,,,,,,0.129
1205,Kepler-1227,b,Transit,1,94.28875770,,,,,,0.204
1206,Kepler-1228,b,Transit,1,0.57736958,,,,,,0.137
1207,Kepler-1229,b,Transit,1,86.82898900,,,,,,0.125
1208,Kepler-123,b,Transit,2,17.23236600,0.135000,,,,,0.262
1209,Kepler-123,c,Transit,2,26.69507400,0.181000,,,,,0.132
1210,Kepler-1230,b,Transit,1,9.95661537,,,,,,0.242
1211,Kepler-1231,b,Transit,1,10.41725184,,,,,,0.127
1212,Kepler-1232,b,Transit,1,26.78391830,,,,,,0.172
1213,Kepler-1233,b,Transit,1,45.12630420,,,,,,0.232
1214,Kepler-1234,b,Transit,1,11.94014029,,,,,,0.251
1215,Kepler-1235,b,Transit,1,4.16055856,,,,,,0.070
1216,Kepler-1236,b,Transit,1,31.05716180,,,,,,0.191
1217,Kepler-1237,b,Transit,1,84.57332260,,,,,,0.255
1218,Kepler-1238,b,Transit,1,4.14787559,,,,,,0.172
1219,Kepler-1239,b,Transit,1,5.19104016,,,,,,0.259
1220,Kepler-124,b,Transit,3,3.41049300,0.039000,,,,,0.065
1221,Kepler-124,c,Transit,3,13.82137500,0.100000,,,,,0.156
1222,Kepler-124,d,Transit,3,30.95085100,0.170000,,,,,0.099
1223,Kepler-1240,b,Transit,1,4.86638150,,,,,,0.103
1224,Kepler-1241,b,Transit,1,18.55257010,,,,,,0.235
1225,Kepler-1242,b,Transit,1,13.62798432,,,,,,0.202
1226,Kepler-1243,b,Transit,1,16.83207290,,,,,,0.156
1227,Kepler-1244,b,Transit,1,3.70428172,,,,,,0.120
1228,Kepler-1245,b,Transit,2,4.35409304,,,,,,0.128
1229,Kepler-1245,c,Transit,2,2.93658468,,,,,,0.128
1230,Kepler-1246,b,Transit,1,11.32271513,,,,,,0.121
1231,Kepler-1247,b,Transit,1,13.71220213,,,,,,0.208
1232,Kepler-1248,b,Transit,1,7.46725407,,,,,,0.105
1233,Kepler-1249,b,Transit,1,24.33471270,,,,,,0.212
1234,Kepler-125,b,Transit,2,4.16438900,0.041000,,,,,0.211
1235,Kepler-125,c,Transit,2,5.77446400,0.051000,,,,,0.066
1236,Kepler-1250,b,Transit,1,2.60754383,,,,,,0.171
1237,Kepler-1251,b,Transit,1,45.09046430,,,,,,0.164
1238,Kepler-1252,b,Transit,1,15.05403290,,,,,,0.149
1239,Kepler-1253,b,Transit,1,68.88619150,,,,,,0.119
1240,Kepler-1254,b,Transit,3,9.99113313,,,,,,0.138
1241,Kepler-1254,c,Transit,3,3.60084276,,,,,,0.116
1242,Kepler-1254,d,Transit,3,5.72717226,,,,,,0.117
1243,Kepler-1255,b,Transit,1,36.29193360,,,,,,0.207
1244,Kepler-1256,b,Transit,1,12.41277540,,,,,,0.133
1245,Kepler-1257,b,Transit,1,2.66831376,,,,,,0.136
1246,Kepler-1258,b,Transit,1,0.98494017,,,,,,0.077
1247,Kepler-1259,b,Transit,1,0.66308526,,,,,,0.128
1248,Kepler-126,b,Transit,3,10.49571100,0.099000,,,,,0.136
1249,Kepler-126,c,Transit,3,21.86974100,0.162000,,,,,0.141
1250,Kepler-126,d,Transit,3,100.28313400,0.448000,,,,,0.223
1251,Kepler-1260,b,Transit,1,19.11877530,,,,,,0.158
1252,Kepler-1261,b,Transit,1,48.43089910,,,,,,0.202
1253,Kepler-1262,b,Transit,1,8.67900242,,,,,,0.162
1254,Kepler-1263,b,Transit,1,4.55139967,,,,,,0.102
1255,Kepler-1264,b,Transit,1,0.96852602,,,,,,0.105
1256,Kepler-1265,b,Transit,1,6.49441289,,,,,,0.120
1257,Kepler-1266,b,Transit,1,28.47474800,,,,,,0.230
1258,Kepler-1267,b,Transit,1,13.03139450,,,,,,0.269
1259,Kepler-1268,b,Transit,1,40.99039860,,,,,,0.181
1260,Kepler-1269,b,Transit,1,37.33315360,,,,,,0.145
1261,Kepler-127,b,Transit,3,14.43588900,0.125000,,,,,0.125
1262,Kepler-127,c,Transit,3,29.39319500,0.200000,,,,,0.237
1263,Kepler-127,d,Transit,3,48.63040800,0.280000,,,,,0.236
